"datapass_id","date_reception","date_last_event"
"56949","06/11/2023","06/11/2023"
"56952","06/11/2023","30/11/2023"
"57019","08/11/2023","13/12/2023"
"57034","08/11/2023","09/11/2023"
"57086","30/11/2023","30/11/2023"
"57178","16/11/2023","22/11/2023"
"57196","17/11/2023","17/11/2023"
"57306","22/11/2023","28/11/2023"
"57570","05/12/2023","06/12/2023"
"57450","29/11/2023","30/11/2023"
"57453","29/11/2023","18/12/2023"
"25428","13/04/2022","15/04/2022"
"57499","01/12/2023","11/12/2023"
"57507","01/12/2023","18/12/2023"
"57528","19/12/2023","11/01/2024"
"57537","05/12/2023","18/12/2023"
"57553","04/12/2023","18/12/2023"
"57583","05/12/2023","10/01/2024"
"57602","06/12/2023","18/12/2023"
"57658","07/12/2023","08/12/2023"
"57691","08/12/2023","21/12/2023"
"57905","15/12/2023","18/12/2023"
"56585","18/10/2023","20/10/2023"
"58001","19/12/2023","22/12/2023"
"58004","19/12/2023","19/12/2023"
"58005","08/01/2024","07/02/2024"
"58014","20/12/2023","21/12/2023"
"58017","20/12/2023","28/12/2023"
"58063","21/12/2023","26/12/2023"
"58065","21/12/2023","21/12/2023"
"58098","21/12/2023","08/01/2024"
"58104","22/12/2023","28/12/2023"
"58332","11/01/2024","22/01/2024"
"58353","12/01/2024","25/01/2024"
"58376","11/01/2024","01/02/2024"
"58498","19/01/2024","22/01/2024"
"58539","22/01/2024","31/01/2024"
"57206","17/11/2023","01/12/2023"
"58551","22/01/2024","23/01/2024"
"58793","02/02/2024","02/02/2024"
"58890","05/02/2024","08/02/2024"
"58945","07/02/2024","07/02/2024"
"58973","08/02/2024","14/02/2024"
"40273","03/10/2022","07/10/2022"
"59044","13/02/2024","14/02/2024"
"59216","21/02/2024","21/02/2024"
"31481","19/05/2022","09/06/2022"
"2621","04/11/2020","19/11/2020"
"35072","30/06/2022","07/10/2022"
"44701","01/12/2022","02/03/2023"
"6974","23/07/2021","12/10/2021"
"40854","28/09/2022","10/10/2022"
"40703","27/09/2022","10/10/2022"
"41348","04/10/2022","07/10/2022"
"41105","30/09/2022","07/10/2022"
"50215","27/03/2023","13/07/2023"
"33526","15/06/2022","07/10/2022"
"30901","13/05/2022","24/05/2022"
"39471","08/09/2022","09/09/2022"
"25894","14/04/2022","19/05/2022"
"56735","24/10/2023","09/11/2023"
"53316","25/07/2023","03/08/2023"
"31330","18/05/2022","07/10/2022"
"22800","25/03/2022","20/07/2022"
"31563","19/05/2022","07/10/2022"
"31486","19/05/2022","09/06/2022"
"7304","18/08/2021","19/08/2021"
"33864","09/09/2022","16/09/2022"
"41391","05/10/2022","17/10/2022"
"41303","04/10/2022","14/11/2022"
"9522","20/10/2021","20/10/2021"
"35890","11/07/2022","17/08/2022"
"40274","03/10/2022","07/10/2022"
"57418","28/11/2023","28/11/2023"
"57210","19/12/2023","19/12/2023"
"23952","04/04/2022","08/08/2022"
"40661","26/09/2022","07/10/2022"
"2856","14/12/2020","21/12/2020"
"43941","27/12/2022","10/01/2023"
"40671","27/09/2022","28/09/2022"
"2474","02/10/2020","23/10/2020"
"40599","30/09/2022","30/09/2022"
"40021","16/09/2022","14/10/2022"
"36602","25/07/2022","26/07/2022"
"3353","11/03/2021","12/07/2022"
"52577","01/06/2023","02/06/2023"
"57449","29/11/2023","29/11/2023"
"51190","20/04/2023","13/10/2023"
"41304","04/10/2022","07/10/2022"
"2700","19/11/2020","23/11/2020"
"41417","05/10/2022","17/10/2022"
"41007","30/09/2022","12/10/2022"
"45111","06/03/2023","22/06/2023"
"40180","20/09/2022","22/05/2023"
"5809","08/06/2021","14/06/2021"
"46028","27/12/2022","16/06/2023"
"43345","04/11/2022","08/12/2022"
"41052","30/09/2022","10/10/2022"
"46261","03/01/2023","19/01/2023"
"925","11/10/2019","09/11/2020"
"39457","23/09/2022","29/09/2022"
"39830","14/09/2022","23/09/2022"
"40428","23/09/2022","29/09/2022"
"37912","12/08/2022","30/08/2022"
"41161","03/10/2022","07/10/2022"
"36793","27/07/2022","16/08/2022"
"57434","13/12/2023","14/12/2023"
"30364","11/05/2022","17/08/2022"
"38546","23/08/2022","17/10/2022"
"38216","18/08/2022","16/09/2022"
"38335","22/08/2022","22/08/2022"
"41559","07/10/2022","07/11/2022"
"36589","25/07/2022","07/10/2022"
"41024","30/09/2022","10/10/2022"
"32602","02/06/2022","15/05/2023"
"52673","05/06/2023","30/08/2023"
"42478","27/10/2022","07/11/2022"
"42329","18/10/2022","20/10/2022"
"40392","23/09/2022","27/10/2022"
"42740","24/10/2022","27/10/2022"
"43354","03/02/2023","27/02/2023"
"34949","30/06/2022","14/11/2022"
"9280","14/10/2021","10/11/2022"
"36588","25/07/2022","14/11/2022"
"46408","07/02/2023","27/02/2023"
"11331","14/12/2021","15/12/2021"
"44027","17/11/2022","23/11/2022"
"11355","15/12/2021","21/12/2021"
"6617","04/08/2021","11/08/2021"
"3230","12/02/2021","05/05/2021"
"4464","20/04/2021","20/04/2021"
"8900","04/10/2021","05/10/2021"
"5745","06/06/2021","07/06/2021"
"6319","25/06/2021","06/07/2021"
"8473","23/09/2021","12/10/2021"
"6973","23/07/2021","21/10/2021"
"3589","18/03/2021","23/03/2021"
"11332","14/12/2021","15/12/2021"
"55728","15/09/2023","17/10/2023"
"5845","09/06/2021","14/06/2021"
"3621","19/03/2021","22/06/2021"
"2547","12/11/2020","08/12/2020"
"2778","30/11/2020","04/12/2020"
"2829","08/12/2020","19/04/2021"
"2670","13/11/2020","20/11/2020"
"3171","04/02/2021","05/02/2021"
"2889","20/12/2020","02/04/2021"
"2823","08/12/2020","14/01/2021"
"2832","09/12/2020","19/01/2021"
"54201","20/07/2023","04/10/2023"
"2722","23/11/2020","07/04/2021"
"3811","29/03/2021","08/04/2021"
"4141","09/04/2021","16/04/2021"
"6633","07/07/2021","22/10/2021"
"5974","14/06/2021","14/06/2021"
"4231","12/04/2021","22/06/2021"
"6468","01/07/2021","01/07/2021"
"6079","16/06/2021","17/06/2021"
"5616","01/06/2021","14/06/2021"
"6198","21/06/2021","23/06/2021"
"6200","21/06/2021","23/06/2021"
"9937","29/10/2021","02/11/2021"
"8299","21/09/2021","22/10/2021"
"9497","19/10/2021","19/10/2021"
"11482","20/12/2021","21/12/2021"
"56065","26/09/2023","28/09/2023"
"57431","28/11/2023","15/01/2024"
"5108","07/05/2021","02/06/2021"
"57882","14/12/2023","15/12/2023"
"11481","20/12/2021","23/12/2021"
"2284","06/08/2020","07/08/2020"
"11303","30/12/2021","03/01/2022"
"11325","30/12/2021","03/01/2022"
"11773","30/12/2021","14/01/2022"
"2904","24/12/2020","19/04/2021"
"11851","03/01/2022","13/01/2022"
"5739","04/06/2021","07/06/2021"
"55176","30/08/2023","11/09/2023"
"11989","06/01/2022","10/01/2022"
"5201","11/05/2021","17/05/2021"
"5168","11/05/2021","14/06/2021"
"4430","19/04/2021","03/05/2021"
"8663","28/09/2021","05/10/2021"
"44303","22/11/2022","24/11/2022"
"44981","05/12/2022","12/12/2022"
"2828","08/12/2020","14/01/2021"
"48505","16/02/2023","28/02/2023"
"9520","20/10/2021","20/10/2021"
"9519","20/10/2021","20/10/2021"
"9526","20/10/2021","20/10/2021"
"9523","20/10/2021","20/10/2021"
"9525","20/10/2021","20/10/2021"
"7203","07/08/2021","12/08/2021"
"9548","20/10/2021","20/10/2021"
"56546","17/10/2023","18/10/2023"
"55375","05/09/2023","06/10/2023"
"5095","07/05/2021","20/05/2021"
"56984","08/11/2023","26/01/2024"
"45241","09/12/2022","10/02/2023"
"6070","16/06/2021","22/06/2021"
"5566","28/05/2021","06/07/2021"
"6471","01/07/2021","01/07/2021"
"55258","31/08/2023","26/09/2023"
"59297","26/02/2024","27/02/2024"
"44488","29/11/2022","08/12/2022"
"44641","28/11/2022","05/12/2022"
"44582","28/11/2022","30/01/2023"
"44919","02/12/2022","05/12/2022"
"50161","24/03/2023","13/04/2023"
"44270","22/11/2022","05/12/2022"
"44770","30/11/2022","05/12/2022"
"43811","15/11/2022","24/11/2022"
"43816","17/11/2022","19/12/2022"
"57015","08/11/2023","13/11/2023"
"45043","06/12/2022","15/12/2022"
"52854","08/06/2023","24/07/2023"
"44724","29/11/2022","08/12/2022"
"48486","16/02/2023","27/04/2023"
"44456","24/11/2022","25/11/2022"
"51534","05/05/2023","08/06/2023"
"42596","21/11/2022","08/12/2022"
"40452","08/12/2022","09/12/2022"
"52134","17/05/2023","18/07/2023"
"45014","05/12/2022","12/12/2022"
"47457","25/01/2023","31/01/2023"
"45090","06/12/2022","13/12/2022"
"49197","06/03/2023","08/03/2023"
"44674","29/11/2022","13/12/2022"
"13152","05/12/2022","13/12/2022"
"43211","03/11/2022","14/12/2022"
"45329","12/12/2022","14/12/2022"
"45500","15/12/2022","16/12/2022"
"45508","15/12/2022","20/12/2022"
"44628","28/11/2022","30/11/2022"
"45624","16/12/2022","16/02/2023"
"43659","17/11/2022","19/12/2022"
"43660","18/11/2022","19/12/2022"
"43965","17/11/2022","19/12/2022"
"55158","30/08/2023","06/09/2023"
"50966","05/05/2023","15/06/2023"
"52992","13/06/2023","15/06/2023"
"45306","26/12/2022","04/01/2023"
"46186","30/12/2022","16/02/2023"
"58630","25/01/2024","02/02/2024"
"46780","11/01/2023","13/01/2023"
"44597","15/12/2022","10/01/2023"
"46312","04/01/2023","27/02/2023"
"46460","05/01/2023","10/01/2023"
"53776","05/07/2023","15/11/2023"
"46667","11/01/2023","01/06/2023"
"41471","06/10/2022","12/01/2023"
"47172","19/01/2023","23/01/2023"
"47418","24/01/2023","08/02/2023"
"47060","17/01/2023","08/02/2023"
"57888","15/12/2023","21/12/2023"
"47107","18/01/2023","26/01/2023"
"46990","16/01/2023","20/01/2023"
"44675","24/01/2023","21/06/2023"
"11148","18/01/2022","24/01/2023"
"10772","26/11/2021","24/01/2023"
"44208","24/01/2023","13/02/2023"
"48536","16/02/2023","03/03/2023"
"33445","14/06/2022","25/01/2023"
"54919","21/08/2023","23/08/2023"
"44625","28/11/2022","26/01/2023"
"45605","16/12/2022","26/01/2023"
"52771","12/06/2023","25/07/2023"
"55610","12/09/2023","20/09/2023"
"50425","03/04/2023","02/05/2023"
"50874","12/04/2023","07/06/2023"
"57094","21/11/2023","21/11/2023"
"47641","30/01/2023","08/02/2023"
"49016","01/03/2023","16/03/2023"
"52397","25/05/2023","19/06/2023"
"52944","03/07/2023","24/07/2023"
"39994","10/10/2022","17/02/2023"
"53193","29/06/2023","31/07/2023"
"48572","17/02/2023","21/02/2023"
"50122","24/03/2023","20/04/2023"
"45869","22/12/2022","02/02/2023"
"52177","21/05/2023","21/06/2023"
"6940","21/07/2021","02/02/2023"
"53207","19/06/2023","07/08/2023"
"54758","11/08/2023","16/08/2023"
"48226","20/06/2023","28/07/2023"
"52641","20/06/2023","20/07/2023"
"52907","09/06/2023","10/08/2023"
"52556","31/05/2023","21/06/2023"
"4435","19/04/2021","20/04/2021"
"44836","01/06/2023","28/07/2023"
"55927","26/09/2023","06/10/2023"
"32270","30/05/2022","02/06/2022"
"49363","09/03/2023","16/03/2023"
"46671","10/01/2023","22/06/2023"
"53016","29/06/2023","31/07/2023"
"47576","27/01/2023","10/02/2023"
"53341","22/06/2023","12/07/2023"
"48238","10/02/2023","17/04/2023"
"53350","22/06/2023","01/08/2023"
"43171","10/02/2023","03/03/2023"
"54602","03/08/2023","11/08/2023"
"53686","03/07/2023","01/08/2023"
"42786","28/11/2022","05/12/2022"
"48377","16/02/2023","06/03/2023"
"52658","09/06/2023","27/07/2023"
"53648","24/07/2023","27/07/2023"
"48428","",""
"48440","15/02/2023","21/02/2023"
"39995","02/12/2022","17/02/2023"
"48610","20/02/2023","06/03/2023"
"48697","08/03/2023","25/04/2023"
"48756","22/02/2023","09/03/2023"
"23204","29/03/2022","24/02/2023"
"48338","26/02/2023","28/02/2023"
"36183","17/10/2022","27/02/2023"
"48643","20/02/2023","27/02/2023"
"53973","28/07/2023","23/08/2023"
"41064","",""
"49034","",""
"53943","28/07/2023","23/08/2023"
"45285","11/12/2022","12/04/2023"
"49071","",""
"55003","24/08/2023","28/08/2023"
"46468","06/01/2023","16/01/2023"
"53123","16/06/2023","30/06/2023"
"52870","08/06/2023","30/06/2023"
"49181","06/03/2023","29/03/2023"
"52167","19/05/2023","30/06/2023"
"53673","03/07/2023","31/07/2023"
"36230","08/03/2023","21/03/2023"
"53708","04/07/2023","13/07/2023"
"57058","09/11/2023","13/11/2023"
"48821","23/02/2023","09/03/2023"
"49191","06/03/2023","21/03/2023"
"49377","04/04/2023","05/04/2023"
"48475","03/03/2023","22/03/2023"
"53718","04/07/2023","02/08/2023"
"49400","10/03/2023","29/03/2023"
"47443","26/01/2023","10/03/2023"
"45475","14/12/2022","20/12/2022"
"41318","13/03/2023","22/03/2023"
"58687","24/04/2024","25/04/2024"
"53773","05/07/2023","01/08/2023"
"52599","01/06/2023","05/07/2023"
"52985","21/06/2023","05/07/2023"
"53362","23/06/2023","01/08/2023"
"53782","",""
"53813","06/07/2023","27/07/2023"
"53825","01/08/2023","10/08/2023"
"54553","01/08/2023","02/08/2023"
"43668","24/01/2023","15/03/2023"
"53853","07/07/2023","22/08/2023"
"55286","01/09/2023","19/10/2023"
"49749","17/03/2023","12/04/2023"
"56636","19/10/2023","21/11/2023"
"53707","04/07/2023","02/08/2023"
"53905","10/07/2023","03/08/2023"
"63675","23/09/2024","23/09/2024"
"47863","02/02/2023","20/10/2023"
"53921","10/07/2023","21/07/2023"
"51457","28/04/2023","22/11/2023"
"49645","15/03/2023","22/03/2023"
"50030","22/03/2023","31/03/2023"
"49097","08/03/2023","30/03/2023"
"50094","23/03/2023","24/04/2023"
"50152","24/03/2023","25/04/2023"
"53793","05/07/2023","12/07/2023"
"50179","24/03/2023","28/03/2023"
"50214","28/03/2023","21/06/2023"
"50310","28/03/2023","28/04/2023"
"50318","28/03/2023","29/03/2023"
"53994","12/07/2023","03/08/2023"
"50411","30/03/2023","31/03/2023"
"51439","09/05/2023","12/07/2023"
"57861","14/12/2023","21/12/2023"
"50617","04/04/2023","12/05/2023"
"55406","05/09/2023","27/09/2023"
"50637","05/04/2023","24/05/2023"
"50706","06/04/2023","05/05/2023"
"54624","04/08/2023","14/08/2023"
"50752","07/04/2023","09/06/2023"
"54903","21/08/2023","21/08/2023"
"50868","18/04/2023","20/04/2023"
"54080","17/07/2023","31/07/2023"
"51242","21/04/2023","26/04/2023"
"50896","13/04/2023","14/04/2023"
"54117","18/07/2023","04/08/2023"
"54129","18/07/2023","04/08/2023"
"54106","18/07/2023","26/10/2023"
"54859","18/08/2023","18/08/2023"
"51020","17/04/2023","18/04/2023"
"55056","25/08/2023","31/08/2023"
"52813","08/06/2023","18/07/2023"
"52773","06/06/2023","18/07/2023"
"49496","13/03/2023","20/04/2023"
"52133","17/05/2023","24/07/2023"
"51230","21/04/2023","24/04/2023"
"52042","16/05/2023","22/05/2023"
"54158","19/07/2023","08/08/2023"
"51215","21/04/2023","24/04/2023"
"51267","24/04/2023","05/05/2023"
"51273","24/04/2023","05/05/2023"
"14793","01/03/2022","25/04/2023"
"51458","28/04/2023","05/05/2023"
"51356","26/04/2023","01/06/2023"
"3815","29/03/2021","10/05/2021"
"51384","26/04/2023","05/05/2023"
"53291","20/07/2023","24/07/2023"
"51423","27/04/2023","21/06/2023"
"51464","28/04/2023","05/05/2023"
"51478","30/04/2023","22/05/2023"
"51482","30/04/2023","12/07/2023"
"48409","26/05/2023","20/07/2023"
"52694","05/06/2023","20/07/2023"
"56441","11/10/2023","04/12/2023"
"51578","03/05/2023","12/07/2023"
"51584","04/05/2023","07/07/2023"
"51895","12/05/2023","12/07/2023"
"56771","25/10/2023","02/11/2023"
"54325","25/07/2023","10/08/2023"
"54209","20/07/2023","09/08/2023"
"54358","26/07/2023","09/08/2023"
"50132","06/04/2023","15/05/2023"
"54564","02/08/2023","10/08/2023"
"57951","18/12/2023","25/01/2024"
"58308","09/01/2024","18/01/2024"
"55926","21/09/2023","29/09/2023"
"58048","20/12/2023","21/12/2023"
"54814","16/08/2023","09/10/2023"
"55161","30/08/2023","06/09/2023"
"55108","28/08/2023","11/09/2023"
"55776","18/09/2023","04/10/2023"
"57257","21/11/2023","22/11/2023"
"58925","07/02/2024","07/02/2024"
"12996","17/02/2022","18/02/2022"
"37652","09/08/2022","11/08/2022"
"56265","03/10/2023","06/10/2023"
"50865","12/04/2023","02/10/2023"
"57033","22/11/2023","22/11/2023"
"57041","08/11/2023","10/11/2023"
"4020","07/04/2021","08/04/2021"
"56671","22/10/2023","23/10/2023"
"45008","30/08/2023","13/10/2023"
"52905","15/06/2023","17/10/2023"
"33453","15/06/2022","12/07/2022"
"56584","18/10/2023","20/10/2023"
"58217","02/01/2024","03/01/2024"
"57522","04/12/2023","25/01/2024"
"48014","07/02/2023","19/10/2023"
"56056","25/09/2023","20/10/2023"
"56511","20/10/2023","20/10/2023"
"56653","20/10/2023","20/10/2023"
"55656","29/09/2023","24/10/2023"
"56572","17/10/2023","25/10/2023"
"56491","13/10/2023","25/10/2023"
"57701","08/12/2023","09/01/2024"
"56751","25/10/2023","06/11/2023"
"56300","25/10/2023","02/11/2023"
"54632","04/10/2023","25/10/2023"
"54561","02/08/2023","26/10/2023"
"54131","18/07/2023","26/10/2023"
"54107","18/07/2023","26/10/2023"
"50140","21/04/2023","27/10/2023"
"56151","10/10/2023","27/10/2023"
"47347","24/01/2023","14/04/2023"
"58763","31/01/2024","01/02/2024"
"50847","11/04/2023","17/04/2023"
"56367","11/10/2023","07/11/2023"
"56276","10/11/2023","13/11/2023"
"57248","05/12/2023","07/12/2023"
"46185","30/12/2022","27/04/2023"
"56834","30/10/2023","16/11/2023"
"57174","16/11/2023","16/11/2023"
"32668","02/06/2022","02/06/2022"
"61724","21/06/2024","01/07/2024"
"58183","28/12/2023","05/01/2024"
"57230","20/11/2023","20/11/2023"
"57219","20/11/2023","06/12/2023"
"56747","26/10/2023","28/11/2023"
"57276","23/11/2023","27/11/2023"
"52896","09/06/2023","14/06/2023"
"57167","23/11/2023","23/11/2023"
"57360","30/11/2023","30/11/2023"
"54980","21/11/2023","24/11/2023"
"11934","05/01/2022","07/03/2022"
"58586","24/01/2024","24/01/2024"
"57406","27/11/2023","27/12/2023"
"57409","27/11/2023","29/11/2023"
"56940","03/11/2023","29/11/2023"
"57319","24/11/2023","19/12/2023"
"57072","10/11/2023","29/11/2023"
"53275","20/06/2023","26/06/2023"
"10163","08/11/2021","10/11/2021"
"57514","01/12/2023","04/12/2023"
"58000","19/12/2023","19/12/2023"
"57529","04/12/2023","18/12/2023"
"57502","04/12/2023","18/12/2023"
"57556","04/12/2023","06/12/2023"
"57961","18/12/2023","19/12/2023"
"57572","05/12/2023","07/12/2023"
"57571","05/12/2023","07/12/2023"
"57846","13/12/2023","15/12/2023"
"57592","05/12/2023","19/12/2023"
"57573","05/12/2023","06/12/2023"
"57270","06/12/2023","06/12/2023"
"57576","05/12/2023","06/12/2023"
"57618","06/12/2023","07/12/2023"
"57629","06/12/2023","12/12/2023"
"57635","07/12/2023","07/12/2023"
"57651","07/12/2023","11/12/2023"
"57667","07/12/2023","03/01/2024"
"58776","01/02/2024","14/02/2024"
"51779","10/05/2023","24/05/2023"
"58045","24/01/2024","24/01/2024"
"52236","22/05/2023","25/05/2023"
"52116","17/05/2023","25/05/2023"
"57765","11/12/2023","13/12/2023"
"57076","10/11/2023","12/12/2023"
"57317","13/12/2023","13/12/2023"
"57844","13/12/2023","15/12/2023"
"57917","15/12/2023","27/12/2023"
"57909","15/12/2023","15/12/2023"
"57916","15/12/2023","15/12/2023"
"57956","18/12/2023","18/12/2023"
"57918","15/12/2023","19/12/2023"
"57999","19/12/2023","19/12/2023"
"58035","20/12/2023","21/12/2023"
"58050","20/12/2023","21/12/2023"
"57259","21/11/2023","21/12/2023"
"58086","21/12/2023","21/12/2023"
"52566","31/05/2023","07/06/2023"
"52401","25/05/2023","08/06/2023"
"58135","22/12/2023","26/12/2023"
"52055","16/05/2023","09/06/2023"
"57891","14/12/2023","27/12/2023"
"51697","22/05/2023","21/06/2023"
"51618","22/05/2023","21/06/2023"
"50688","22/05/2023","21/06/2023"
"58222","02/01/2024","03/01/2024"
"58719","30/01/2024","02/02/2024"
"58257","05/01/2024","12/02/2024"
"56983","06/11/2023","08/01/2024"
"58328","09/01/2024","10/01/2024"
"57845","13/12/2023","10/01/2024"
"56560","17/10/2023","10/01/2024"
"56677","23/10/2023","15/01/2024"
"11951","05/01/2022","07/03/2022"
"58458","17/01/2024","19/01/2024"
"51375","26/04/2023","06/07/2023"
"58425","16/01/2024","18/01/2024"
"58110","18/01/2024","19/01/2024"
"58398","12/01/2024","24/01/2024"
"58631","25/01/2024","25/01/2024"
"58634","25/01/2024","26/01/2024"
"53862","07/07/2023","11/07/2023"
"53296","21/06/2023","27/07/2023"
"59185","20/02/2024","20/02/2024"
"58448","16/01/2024","26/01/2024"
"58681","29/01/2024","29/01/2024"
"58635","29/01/2024","29/01/2024"
"58691","29/01/2024","29/01/2024"
"58787","01/02/2024","02/02/2024"
"58786","01/02/2024","02/02/2024"
"11929","05/01/2022","07/03/2022"
"53337","22/06/2023","01/08/2023"
"58525","20/01/2024","06/02/2024"
"58546","02/02/2024","05/02/2024"
"58538","22/01/2024","02/02/2024"
"57898","16/02/2024","22/04/2024"
"58896","05/02/2024","05/02/2024"
"58943","07/02/2024","07/02/2024"
"58969","08/02/2024","09/02/2024"
"58977","09/02/2024","09/02/2024"
"11092","05/01/2022","07/03/2022"
"58865","05/02/2024","09/02/2024"
"58713","31/01/2024","12/02/2024"
"59010","12/02/2024","13/02/2024"
"57887","15/12/2023","13/02/2024"
"11948","05/01/2022","07/03/2022"
"54537","01/08/2023","07/08/2023"
"59210","20/02/2024","21/02/2024"
"59081","15/02/2024","15/02/2024"
"55613","14/09/2023","16/02/2024"
"59120","16/02/2024","16/02/2024"
"13086","01/02/2022","04/02/2022"
"59172","19/02/2024","19/02/2024"
"23045","28/03/2022","15/04/2022"
"59098","19/02/2024","21/02/2024"
"32148","02/06/2022","03/06/2022"
"39397","07/09/2022","07/09/2022"
"32224","30/05/2022","07/06/2022"
"53953","11/07/2023","26/02/2024"
"7482","27/08/2021","27/08/2021"
"35157","01/07/2022","01/07/2022"
"10164","08/11/2021","10/11/2021"
"7824","09/09/2021","15/09/2021"
"41689","10/10/2022","14/11/2022"
"9107","08/10/2021","20/10/2021"
"41990","13/10/2022","13/10/2022"
"41959","12/10/2022","15/11/2022"
"6580","06/07/2021","11/10/2021"
"41100","30/09/2022","15/11/2022"
"42255","17/10/2022","25/10/2022"
"6589","06/07/2021","11/10/2021"
"37900","12/08/2022","06/12/2022"
"39580","15/09/2022","14/11/2022"
"42234","28/10/2022","14/11/2022"
"4095","09/04/2021","13/04/2021"
"4097","09/04/2021","13/04/2021"
"4105","09/04/2021","12/04/2021"
"4120","09/04/2021","12/04/2021"
"41065","30/09/2022","14/11/2022"
"41454","06/10/2022","14/11/2022"
"42037","13/10/2022","15/11/2022"
"40717","27/09/2022","15/11/2022"
"40990","03/10/2022","15/11/2022"
"41438","06/10/2022","15/11/2022"
"40917","29/09/2022","15/11/2022"
"43997","17/11/2022","24/11/2022"
"44372","23/11/2022","23/11/2022"
"43968","17/11/2022","19/01/2023"
"39474","08/09/2022","09/09/2022"
"11021","03/12/2021","06/12/2021"
"11132","08/12/2021","08/12/2021"
"8207","19/09/2021","19/10/2021"
"8110","16/09/2021","18/10/2021"
"10032","03/11/2021","05/11/2021"
"7969","13/09/2021","16/09/2021"
"4118","09/04/2021","12/04/2021"
"4161","09/04/2021","14/04/2021"
"4164","09/04/2021","14/04/2021"
"4133","09/04/2021","13/04/2021"
"4187","09/04/2021","15/04/2021"
"5892","10/06/2021","11/06/2021"
"4093","09/04/2021","13/04/2021"
"4110","09/04/2021","12/04/2021"
"4432","19/04/2021","20/04/2021"
"4103","09/04/2021","12/04/2021"
"4142","09/04/2021","13/04/2021"
"4144","09/04/2021","13/04/2021"
"4176","09/04/2021","14/04/2021"
"3993","06/04/2021","07/04/2021"
"3995","06/04/2021","07/04/2021"
"3999","06/04/2021","07/04/2021"
"3997","06/04/2021","07/04/2021"
"4001","06/04/2021","07/04/2021"
"4165","09/04/2021","14/04/2021"
"4172","09/04/2021","14/04/2021"
"4645","26/04/2021","27/04/2021"
"4091","09/04/2021","14/04/2021"
"4124","09/04/2021","12/04/2021"
"4180","09/04/2021","14/04/2021"
"4183","09/04/2021","15/04/2021"
"4128","09/04/2021","13/04/2021"
"4135","09/04/2021","13/04/2021"
"4137","09/04/2021","13/04/2021"
"4139","09/04/2021","13/04/2021"
"4148","09/04/2021","13/04/2021"
"4152","09/04/2021","13/04/2021"
"4154","09/04/2021","14/04/2021"
"4156","09/04/2021","14/04/2021"
"4158","09/04/2021","14/04/2021"
"4197","09/04/2021","14/04/2021"
"59238","22/02/2024","22/02/2024"
"13271","04/02/2022","10/02/2022"
"10249","09/11/2021","10/11/2021"
"41912","12/10/2022","15/03/2023"
"15539","04/03/2022","07/03/2022"
"49807","22/05/2023","21/06/2023"
"58834","02/02/2024","12/02/2024"
"26652","21/04/2022","13/05/2022"
"39206","05/09/2022","07/09/2022"
"11941","05/01/2022","07/03/2022"
"21354","15/03/2022","08/04/2022"
"32279","30/05/2022","01/06/2022"
"42013","13/10/2022","15/11/2022"
"25910","15/04/2022","20/04/2022"
"23398","30/03/2022","13/04/2022"
"23657","31/03/2022","13/04/2022"
"28606","02/05/2022","16/05/2022"
"38972","30/08/2022","01/09/2022"
"42344","18/10/2022","14/11/2022"
"32965","08/06/2022","23/06/2022"
"54016","22/08/2023","07/09/2023"
"21284","15/03/2022","24/03/2022"
"21360","15/03/2022","16/03/2022"
"32064","25/05/2022","09/06/2022"
"9716","24/10/2021","25/10/2021"
"10917","01/12/2021","01/12/2021"
"48175","14/02/2023","24/05/2023"
"38473","23/08/2022","06/09/2022"
"21672","17/03/2022","27/03/2022"
"32236","30/05/2022","30/05/2022"
"33223","13/06/2022","06/09/2022"
"9722","24/10/2021","25/10/2021"
"15529","21/03/2022","30/03/2022"
"32222","30/05/2022","01/06/2022"
"22834","25/03/2022","26/07/2022"
"25909","15/04/2022","20/04/2022"
"52321","24/05/2023","19/06/2023"
"40900","29/09/2022","03/03/2023"
"35458","05/07/2022","20/07/2022"
"23654","31/03/2022","13/04/2022"
"25118","11/04/2022","15/04/2022"
"39370","07/09/2022","07/09/2022"
"58639","25/01/2024","26/01/2024"
"39396","07/09/2022","07/09/2022"
"33043","15/06/2022","28/06/2022"
"33996","21/06/2022","23/06/2022"
"32300","30/05/2022","30/05/2022"
"32255","30/05/2022","17/06/2022"
"38732","30/08/2022","15/09/2022"
"40885","28/09/2022","20/10/2022"
"38400","22/08/2022","08/11/2022"
"65084","04/02/2025","18/03/2025"
"55040","25/08/2023","29/08/2023"
"39517","08/09/2022","23/09/2022"
"53298","12/07/2023","24/11/2023"
"39460","08/09/2022","09/09/2022"
"32384","31/05/2022","01/06/2022"
"42044","13/10/2022","14/11/2022"
"48678","22/02/2023","24/03/2023"
"39472","08/09/2022","09/09/2022"
"11818","03/01/2022","14/01/2022"
"32516","01/06/2022","03/06/2022"
"39707","12/09/2022","14/11/2022"
"52867","08/06/2023","09/06/2023"
"28352","02/05/2022","05/05/2022"
"32839","07/06/2022","07/06/2022"
"36503","22/07/2022","07/10/2022"
"1858","13/05/2020","28/05/2020"
"43762","14/11/2022","14/11/2022"
"34641","27/06/2022","03/07/2022"
"31048","01/06/2022","03/06/2022"
"53652","03/07/2023","05/07/2023"
"55355","04/09/2023","29/09/2023"
"7854","09/09/2021","16/09/2021"
"26648","21/04/2022","13/05/2022"
"7489","27/08/2021","20/05/2022"
